Species,Stranding_Day,Turtle_Number,Location,Stranding_ID_number,Tail_Length,Sex,Condition,Condition_Description,Flipper_Tag,PIT_Tag,Living_Tag,SCL_Tip,SCL_Notch,SCW,Anterior_depth,Plastron_length,Head_length,Head_width,Front_Flipper_Chord_Length,Front_Flipper_Claw_Length,Rear_Flipper_Chord_Length,Dorsal_Tail_Length,Tail_Vent_to_Tip_Length,Curved_Carapce_length_TIP,CCL_notch,Curved_carapace_Width,Barnacles,Weight,Date_Necropsied,Examiner_Affiliation,Necropsy_Description,Eyeses_Sunoken,Skeletal_Features_Prominoenot,Heavy_Epibiota,Leeches,Goosenoeck_Barnoacles,Head_Appendages_Epibiota,Carapace_Epibiota,Plastron_Epibiota,Muscle_Status,Fat_Status,Joint_Fluid,Coelomic_Fluid_Volume,Blood_Ino_Heart_Chambers,Heart_Weight,Liver_Weight,Spleen_Weight,Kidney_Weight,GOvarynads,Testes_Characterization,Testes_Length,Testes_Width,Epididymis_Characterization,Ovaries_Characterization,Ovary_Length,Oviduct_Characterization,Trachea_Foam_Froth,Trachea_Foam_Froth_Anoterior,Trachea_Foam_Froth_Posterior,Trachea_Foam_Froth_Amount,Trachea_Sanod_Sedimenot,Trachea_Bronchi_Findings,Brain_Weight
Chelonia mydas,5,37,"St. Joseph Bay, Florida",Cm 037,.,Female,1,Fresh Dead,no,no,no,31.4,31.2,24.8,10.5,.,7.9,.,17.7,8.7,10.9,3.8,2.3,33,32.7,27,no,3.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,5,yes,16,88,5,14,Ovary,.,.,.,.,all follicles <4 mm diameter,4,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,3
Chelonia mydas,6,40,"St. Joseph Bay, Florida",Cm 040,0.3,Female,1,Fresh Dead,no,no,no,33.7,33.2,27.7,11.2,.,9.5,.,19,9.7,12.3,4.2,2.6,35.5,35,30.4,no,4.6,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,copious,yes,23.3,123.6,4.4,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4.6,<3 mm diameter,no,.,.,.,no,.,2.8
Chelonia mydas, ,44,"St. Joseph Bay, Florida",Cm 044,.,Male,2,Moderately Decomposed,no,no,no,31.2,30.9,24.7,9.5,.,9.3,.,16.8,8.7,10.3,3.4,1.7,32.2,31.8,26.9,no,3.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,15,yes,11.3,64.2,5,15.2,Testes,flat,4.5,7,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,2.9
Chelonia mydas,5,46,"St. Joseph Bay, Florida",Cm 046,1.7,Female,1,Fresh Dead,no,no,no,55,54.2,44.3,17.8,.,14.1,.,29.3,14.4,19.9,6.4,4,58.4,57.2,51.8,no,20.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,100,yes,80,590,35,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,.,.,.,.,.,No Significant Findings,5.2
Chelonia mydas,7,47,"St. Joseph Bay, Florida",Cm 047,0.1,Female,1,Fresh Dead,no,no,no,30,29.5,24.5,9.7,.,8.4,.,16.9,8.2,10.7,3.7,2.3,30.9,30.3,27.7,no,2.9,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,30,yes,12,46,5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,5,<3 mm diameter,no,.,.,.,no,No Significant Findings,1.7
Chelonia mydas, ,48,"St. Joseph Bay, Florida",Cm 048,1.1,Female,1,Fresh Dead,no,no,no,49.2,48.9,40,16.5,.,11.6,.,25.5,12.4,17.6,5.8,3.9,51.9,51.5,45,no,14.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,yes (eggs ono RFF),no,0,0,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,.,yes,62,392,30,.,Ovary,.,.,.,.,all follicles <4 mm diameter,10,<3 mm diameter,no,.,.,.,no,No Significant Findings,4.3
Chelonia mydas, ,49,"St. Joseph Bay, Florida",Cm 049,1.2,Female,2,Moderately Decomposed,no,no,no,55.1,54.4,44.3,17.9,.,13.7,.,27.5,14,18.8,6.6,3.6,57.9,57,50.7,no,19.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,1,0,0,Well-muscled/no atrophy,Mild/Moderate atrophy,Blood-tinged,500,yes,60.1,442.7,46.5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,7.2,<3 mm diameter,yes,.,yes,.,no,other,4.4
Chelonia mydas, ,50,"St. Joseph Bay, Florida",Cm 050,.,Male,1,Fresh Dead,no,no,no,31.7,31.3,24.9,9.8,.,9.2,.,17.9,8.9,10.3,2.9,2,32.5,32.1,27.5,yes,3.6,,North Carolina State University College of Veterinary Medicine,External and Internal,yes,no,no,no,no,0,30,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,30,yes,8.3,666,6.9,.,Testes,flat,4.4,0.4,Not expanded from wall,.,.,.,yes,no,yes,small,no,No Significant Findings,2.6
Chelonia mydas,3,51,Tyndall Air Force Base,Cm 051,.,Male,1,Fresh Dead,no,no,no,31.4,31,26,9.7,.,9,.,17.7,9.5,9.4,3.8,2.6,32.8,32.3,28.2,no,3.6,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,1,4-Mar,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,15,yes,25.1,81,3.6,15.6,Testes,.,4.5,0.5,Not expanded from wall,.,.,.,yes,yes,yes,small,no,No Significant Findings,1.8
Chelonia mydas,6,"52 (34?, 54?)","St. Joseph Bay, Florida",Cm 052,0,Female,2,Moderately Decomposed,no,no,no,28.5,27.9,21.3,7,.,8,.,16.8,8.4,10.1,3.3,2.1,29.7,29.1,24.5,no,2.2,,.,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,.,yes,19,58.3,.,.,Ovary,.,.,.,.,all follicles <4 mm diameter,4,<3 mm diameter,no/A,.,.,.,no/A,.,2
Chelonia mydas, ,53 (#33),"St. Joseph Bay, Florida",Cm 053,0.1,Female,1,Fresh Dead,no,no,no,35.1,34.9,28.9,12,.,9.7,.,19.7,10.1,10.1,4.2,3,36.5,35.9,32.1,no,5.2,,.,External and Internal,no,no,no,no,no,0,1,1,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,.,yes,24.3,143,7.1,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,2.6
Chelonia mydas,3,54,Tyndall Air Force Base,Cm 054,0,Female,1,Fresh Dead,no,no,no,35.5,35.2,28.6,11.5,.,9.7,.,15.8,5.8,12,3.8,2.6,36.7,36.5,31.4,no,5.4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,15,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,40,yes,21.2,123,6.5,24.1,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,yes,yes,anterior: small. Posterior: moderate,no,No Significant Findings,2.1
Chelonia mydas, ,55,"St. Joseph Bay, Florida",Cm 055,0,Female,1,Fresh Dead,no,no,no,40.9,40.4,29.9,14.3,.,11,.,20.9,10.9,13.3,3.6,2.5,43.6,43.2,34.1,no,7.8,,.,External and Internal,no,no,no,no,no,0,5,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,10-May,yes,36.8,250.5,12.4,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,2
Chelonia mydas,3,56 (37?),"St. Joseph Bay, Florida",Cm 056,.,Male,1,Fresh Dead,no,no,no,41,40.7,32.2,13.1,.,10.7,.,23.1,11,14.7,4.5,2.5,42.3,42.1,36,no,7.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,15-Oct,yes,33.3,184.2,9.5,.,Testes,flat,9,1.2,Not expanded from wall,.,.,.,yes,no,yes,small,no,No Significant Findings,3.5
Chelonia mydas,5,57 (120? Unreadable),"St. Joseph Bay, Florida",Cm 057,0,Male,2,Moderately Decomposed,no,no,no,32.4,31.4,25.3,10.9,26.1,9.9,5.7,18.5,9.5,11.7,3.1,1.8,34.2,33.3,28.7,no,4,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,copious,yes,13,85,8,22,Testes,ellipsoidal,5.1,5.7,Not expanded from wall,.,.,.,yes,yes,yes,moderate,.,.,2
Chelonia mydas,6,58,"St. Joseph Bay, Florida",Cm 058,.,Male,.,,no,no,no,54.3,53.5,41.3,18.6,43.9,11.8,.,28.3,12.5,17.5,5.5,3.3,58.8,57.6,50.1,no,18.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no, ,.,no,no,5,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,50,yes,101,497,32,81,Testes,flat,7.1,1.9,Not expanded from wall,.,.,.,yes,no,yes,small,no,.,3
Chelonia mydas,6,59 (12_?),"St. Joseph Bay, Florida",Cm 059,0.4,Male,1,Fresh Dead,no,no,no,39.9,39.4,32.9,13.2,33.2,11.4,6.7,19.9,8.4,14.1,5.3,3.2,41.7,41.3,36.5,no,7.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,1,1,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,15,yes,32.9,181.7,18.9,.,Testes,flat,6.1,1,.,.,.,.,yes,no,yes,small,no,No Significant Findings,4
Chelonia mydas,6,60,"St. Joseph Bay, Florida",Cm 060,1.4,Female,2,Moderately Decomposed,no,no,no,59.3,58.9,47.7,21.9,50,14.5,9.1,30.5,15.2,20.5,7.3,3.7,63.1,62.7,57.9,no,27.6,,NMFS SEFSC SEFSC,External and Internal,., ,.,.,.,.,.,.,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,.,yes,93.6,564,42.9,120,Ovary,.,.,.,.,all follicles <4 mm diameter,9.7,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,4
Chelonia mydas,2,61,"St. Joseph Bay, Florida",Cm 061,0,Male,1,Fresh Dead,no,no,no,23.4,23,17.7,6.3,19,7,4.1,13.4,7.2,8.1,2.8,1.8,24.1,24,19.5,yes,1,,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes,no,no,no,0,5,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,Blood-tinged,8,yes,4.8,28,0.5,.,Testes,flat,3.2,0.5,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,1.1
Chelonia mydas,6,62,"St. Joseph Bay, Florida",Cm 062,0.2,Female,2,Moderately Decomposed,no,no,no,32.7,32.3,26.1,11.1,27.3,9.2,6.8,17.5,9.2,11.9,3.7,1.8,34.4,33.6,24.3,no,4.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,copious,yes,14.6,95.6,5.3,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.2,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,1.5
Chelonia mydas,6,63,"St. Joseph Bay, Florida",Cm 063,.,Female,2,Moderately Decomposed,no,no,no,42.9,42.5,34.1,13.2,34.4,10.7,6.5,22.7,11.1,14.3,6.6,6.3,45.2,44.4,39.5,no,8.6,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,<1,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,copious,yes,27,193.2,16.1,.,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,3.5
Chelonia mydas, ,64,"St. Joseph Bay, Florida",Cm 064,0,Female,1,Fresh Dead,no,no,no,27.2,26.7,22.4,10.1,22.7,7.8,4.8,15.6,7.7,9.8,2.9,1.5,28.4,27.8,24.8,no,2.6,,NMFS SEFSC SEFSC,External and Internal,yes,no,no,no,no,0,0,0,Well-muscled/no atrophy,Severe atrophy,Blood-tinged,copious,yes,15,67.9,2.7,17,Ovary,.,.,.,.,all follicles <4 mm diameter,5.6,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,1.6
Chelonia mydas,6,65 (#21 or 23),"St. Joseph Bay, Florida",Cm 065,0,Female,2,Moderately Decomposed,no,no,no,19.7,19.5,15.6,6,16.4,6.1,3.7,12.4,6.4,7.4,2.3,1.7,20.6,20.5,16.8,no,0.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",5,yes,2.4,14,0.7,3.8,Ovary,.,.,.,.,all follicles <4 mm diameter,1.3,<3 mm diameter,no,.,.,.,.,exudate,1
Chelonia mydas,6,68,"St. Joseph Bay, Florida",Cm 068,1.7,Male,1,Fresh Dead,no,no,no,56.4,55.9,47.8,19.2,48.6,14.8,8.6,30.8,14.7,19.4,6.1,3.7,59.2,58.5,51.9,no,24.4,,North Carolina State University College of Veterinary Medicine,.,no,no,no,yes,no,3,4,1,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,40,yes,106.4,524.1,43.9,97,Testes,flat,8.8,1.6,Not expanded from wall,.,.,.,yes,no,yes,copious,no,No Significant Findings,3.9
Chelonia mydas,.,69,"St. Joseph Bay, Florida",Cm 069,n/a,Male,2,Moderately Decomposed,no,no,no,27.3,27.1,21.1,8.2,22.8,7.7,5,16.5,8.5,9.8,3.5,2.2,27.9,27.7,23,no,2.4,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,30,yes,8.7,48.7,2.4,.,Testes,flat,3.5,0.4,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,1.6
Chelonia mydas,5,70,"St. Joseph Bay, Florida",Cm 070 ,n/a,Female,2,Moderately Decomposed,y,48035F3366,no,61,59.8,52.4,19.4,51,14.6,8.9,30.5,15.7,21.5,5.7,3.4,63.9,62.6,59.1,no,26.2,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,10,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,80,yes,82.5,561,44,143.6,Ovary,.,.,.,.,all follicles <4 mm diameter,8,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,5.2
Chelonia mydas,6,71,"St. Joseph Bay, Florida",Cm 071,1.8,Male,.,,no,no,no,57.9,57.5,46.8,17.7,49.2,13.9,8.3,27.2,12.8,19.2,7.1,4.2,60.8,60.6,53.9,no,22.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,1,3,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,100,yes,96.3,492,27.5,98.5,Testes,flat,10.3,1.5,Not expanded from wall,.,.,.,no,.,.,.,no,.,1.8
Chelonia mydas,6,72,"St. Joseph Bay, Florida",Cm 072 ,1.2,Female,2,Moderately Decomposed,RFF: RRno007,44521C2869,no,61.2,60.5,48.7,19.7,50.7,14.1,9.3,30.8,13.9,19.9,6.2,3.4,64.3,63.4,34.2,no,27.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,3,1,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,150,yes,52,543.5,64.1,149,Ovary,.,.,.,.,all follicles <4 mm diameter,10,<3 mm diameter,yes,yes,yes,small,no,No Significant Findings,3
Chelonia mydas,6 (16?),73,"St. Joseph Bay, Florida",Cm 073,1.3,Male,2,Moderately Decomposed,no,no,no,52.4,51.9,43.8,15.9,42.4,13.7,8.4,26.9,12.7,17.1,4.8,3.2,54.2,53.5,48.9,no,17,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,<1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged/viscous,copious,yes,50.1,310,41,81,Testes,ellipsoidal,8.3,1.6,Not expanded from wall,.,.,.,yes,yes,yes,moderate,no,No Significant Findings,3
Chelonia mydas,5,75,"St. Joseph Bay, Florida",Cm 075,1.1,Male,1,Fresh Dead,no,no,no,29.3,29.1,22.1,9.1,24.2,7.8,5.2,17.1,8.5,9.9,4.1,2.6,30.5,30.2,24.6,no,2.6,,North Carolina State University College of Veterinary Medicine,.,mild,mild,yes,no,no,0,40,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,20,yes,8.4,56.1,1.6,10.7,Testes,flat,4.3,0.6,Not expanded from wall,.,.,.,no,.,.,.,no,No Significant Findings,1.8
Chelonia mydas,5?,76,"St. Joseph Bay, Florida",Cm 076,1,Female,2,Moderately Decomposed,.,.,.,37.7,36.9,30.4,12.1,31.2,10.1,6.2,21.2,10.2,13.1,4.5,2.4,39.2,38.7,32.6,no,6.2,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,<1,0,Mild/Moderate Atrophy,Severe atrophy,Blood-tinged,.,yes,19.2,138.7,16.3,39.8,Ovary,.,.,.,.,all follicles <4 mm diameter,5.2,<3 mm diameter,yes,.,yes,moderate,no,No Significant Findings,1.6
Chelonia mydas, ,80 (69?),"St. Joseph Bay, Florida",Cm 080,0.1,Female,2,Moderately Decomposed,no,no,no,18.2,17.8,14.9,5.9,14.9,5.8,3.9,10.7,5.4,6.6,2.1,1.2,19.1,18.8,15.9,no,0.8,,NMFS SEFSC SEFSC,External and Internal,no,no,no,no,no,0,10,0,Well-muscled/no atrophy,Severe atrophy,.,copious,yes,3.5,13.7,0.7,4.8,Ovary,.,.,.,.,all follicles <4 mm diameter,2.5,<3 mm diameter,yes,yes,yes,moderate,no,No Significant Findings,1.1
Chelonia mydas, ,81,"St. Joseph Bay, Florida",Cm 081,0,Male,2,Moderately Decomposed,no,no,no,30.1,29.4,25.1,10.2,25,8.8,5.5,18.3,8.8,10.5,2.8,1.8,31.4,30.6,27.8,no,3.6,,NMFS SEFSC SEFSC,External and Internal,yes,no,no,no,no,0,1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged/viscous,copious,yes,11.1,71.9,3.8,15.1,Testes,flat,4.5,0.6,Not expanded from wall,.,.,.,yes,yes,yes,anterior: small. Posterior: moderate,no,No Significant Findings,1.7
Chelonia mydas, ,82,"St. Joseph Bay, Florida",Cm 082,0,Female,3,Severely Decomposed,no,no,no,22.5,22.2,19.2,7.4,18.4,7.3,4.3,13.5,6.9,8.3,2.2,1.9,22.9,22.2,21.3,no,1.2,,NMFS SEFSC SEFSC,External and Internal,yes,yes,no,no,no,0,2,0,Mild/Moderate Atrophy,Severe atrophy,Blood-tinged/viscous,5,yes,3.1,19.5,0.5,.,Ovary,.,.,.,.,all follicles <4 mm diameter,3.6,<3 mm diameter,no,.,.,.,no,No Significant Findings,0.7
Chelonia mydas, ,83,"St. Joseph Bay, Florida",Cm 083,0,Male,2,Moderately Decomposed,no,no,no,29.7,28.9,23.7,8.4,23.9,8.3,5.4,16.8,8.2,9.9,3.1,2.4,30.7,29.8,28.2,no,2.8,,.,.,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,30,yes,9.6,68.3,5.4,14,Testes,flat,3.5,0.6,Not expanded from wall,.,.,.,yes,no,yes,small,no,.,1.3
Chelonia mydas, ,84 (107?),"St. Joseph Bay, Florida",Cm 084,0.2,Female,2,Moderately Decomposed,no,no,no,42.3,42,31.8,13.7,34.9,10.2,6.6,22,11.2,14.6,4.6,3.3,44.7,44.2,35.8,no,8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, viscous",30,yes,31.6,176.2,15.4,42,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,yes,small,no,.,3.5
Chelonia mydas,7,85,"St. Joseph Bay, Florida",Cm 085,0.2,Female,2,Moderately Decomposed,no,no,no,33.5,33,26.6,10.8,27.1,9.4,5.9,18.9,9.9,11.4,3.5,2.6,35,34.3,29.5,no,4,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,30,yes,15.8,92.2,4.5,19.5,Ovary,.,.,.,.,all follicles <4 mm diameter,5.5,<3 mm diameter,yes,yes,no,small,no,No Significant Findings,2.7
Chelonia mydas, ,86,"St. Joseph Bay, Florida",Cm 086,0.1,Female,2,Moderately Decomposed,no,no,no,38,37.6,30.6,12.5,30.5,9.8,6.3,21.2,10.7,13.6,4.1,2.9,40.3,39.4,33.4,no,6.2,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,30,yes,2.3,103.8,6.8,29.4,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,1.9
Chelonia mydas,5,87 (118?),"St. Joseph Bay, Florida",Cm 087,0.7,Female,4,Dried Carcass,no,no,no,30.3,29.9,24.3,10.3,26.2,8.8,5.4,16.7,8.9,10.9,4.4,2.8,32,31.4,27.7,no,2.2,,NMFS SEFSC SEFSC,External and Internal,yes,yes,no,yes,.,0,0,0,.,.,Blood-tinged,Could not Be Determined: Scavenged,.,.,.,.,10.3,Ovary,.,.,.,.,all follicles <4 mm diameter,4.2,<3 mm diameter,.,.,.,.,.,.,1.7
Chelonia mydas,3?,88 (14?),"St. Joseph Bay, Florida",Cm 088,0,Female,.,,no,no,no,22.8,22.7,19.3,7.7,18.7,7.4,4.4,13.7,7.1,8.1,2.4,1.8,23.8,23.3,21.3,yes,1.4,,North Carolina State University College of Veterinary Medicine,.,no,yes,no,no,no,10,20,2,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,4,yes,4.8,27.9,1.5,5.4,Ovary,.,.,.,.,all follicles <4 mm diameter,2.7,<3 mm diameter,yes,no,yes,small,no,.,1.2
Chelonia mydas,4?,89,"St. Joseph Bay, Florida",Cm 089,0,Female,2,Moderately Decomposed,no,no,no,32.2,32,26.1,10.7,27.3,9,5.8,19.2,9.6,11.1,3.2,2.4,34.1,33.8,30,yes,3.8,,North Carolina Wildlife Resources Commission,External and Internal,no,no,no,no,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,Blood-tinged,20,yes,25.4,87.6,7.3,18.7,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,yes,no,yes,small,no,No Significant Findings,1.9
Chelonia mydas,4,90 (5_1?),"St. Joseph Bay, Florida",Cm 090,0.2,Female,1,Fresh Dead,no,no,no,36,35.7,27.8,12.1,29.4,9.3,5.9,17.5,8.9,10.9,4,3,38,37.5,30.2,no,5.2,,North Carolina State University College of Veterinary Medicine,External and Internal,yes,no,no,no,no,0,<1,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged,15,yes,15.3,110.5,6.4,20.9,Ovary,.,.,.,.,all follicles <4 mm diameter,6.2,<3 mm diameter,no,no,no,.,no,No Significant Findings,1.5
Chelonia mydas,11,13,"St. Joseph Bay, Florida",NME201001(day11?)_013,1.5,Female,1,Fresh Dead,no,no,no,78.5,78.1,63.2,23.5,,17.6,,40.8,18.3,27.5,10.9,7.5,82.3,81.9,72.2,no,62.8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,yes - eggs,no,0,2,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,2000,yes,196,1309,81.7,.,Ovary,.,.,.,.,all follicles <4 mm diameter,15,.,yes,yes,yes,small,no,Other,7.3
Chelonia mydas,1,249,"St. Joseph Bay, Florida",NME20100107_249,0,Female,.,,no,no,no,33.7,33.2,27.7,9.9,27.3,9.6,5.9,18.2,9.8,11.8,4.5,2.9,34.9,34.4,31.1,yes (CCW),3.6,,North Carolina State University College of Veterinary Medicine,External and Internal,yes,yes,no,no,no,0,5,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,.,20,.,14.7,98.9,3.7,63.3,Ovary,.,.,.,.,all follicles <4 mm diameter,4.5,<3 mm diameter,no,.,.,.,no,.,2.2
Chelonia mydas,1,254,"St. Joseph Bay, Florida",NME20100107_254,0,Female,2,Moderately Decomposed,no,no,no,23.8,23.5,19.2,6.9,20.2,7.1,4.4,13.9,7.4,8.1,2.5,1.7,24.7,24.2,20.9,no,1.4,,North Carolina State University College of Veterinary Medicine,External and Internal,yes,yes (mildlyes),no,no,no,0,<1,0,Mild/Moderate Atrophy,Mild/Moderate Atrophy,Blood-tinged,4,yes,4.3,19.1,0.5,4.9,Ovary,.,.,.,.,all follicles <4 mm diameter,3,<3 mm diameter,no,.,.,.,no,No Significant Findings,1.7
Chelonia mydas,2,68,"St. Joseph Bay, Florida",NME20100108_068,1.1,Male,2,Moderately Decomposed,no,no,no,41.2,40.5,33.5,13.4,33.7,11.2,6.7,23.9,11.2,14,5.4,2.8,43.1,42.4,36.7,no,8,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,yes,.,.,0,10,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,Blood-tinged and viscous,.,yes,35.1,154.8,14,30.8,Testes,flat,7,1,Not expanded from wall,.,.,.,no,.,.,.,no,Other,3.2
Chelonia mydas,2,69,"St. Joseph Bay, Florida",NME20100108_069,0.5,Female,2,Moderately Decomposed,no,no,no,39.7,38.9,34.6,12.3,33.3,10.1,6.4,21,9.9,14.1,3.7,2.9,41.6,40.9,39.1,no,7,,North Carolina State University College of Veterinary Medicine,External and Internal,no,no,no,no,no,.,.,.,Well-muscled/no atrophy,Mild/Moderate Atrophy,"Blood-tinged, slimy",40,yes,33.3,154.8,10.5,38,Ovary,.,.,.,.,all follicles <4 mm diameter,6,<3 mm diameter,no,.,.,.,no,No Significant Findings,2.6
Chelonia mydas,2,70,"St. Joseph Bay, Florida",NME20100108_070,0.2,Female,2,Moderately Decomposed,no,no,no,21,20.7,16.9,6.2,17,6.5,4.2,13.5,6.7,8,2.9,1.8,21.2,21,18.7,no,0.6,,North Carolina State University College of Veterinary Medicine,External and Internal,no,yes (mild to moderate),no,no,no,0,0,0,Well-muscled/no atrophy,Mild/Moderate Atrophy,No Significant Findings,4,yes,2.8,19.2,0.8,2.8,Ovary,.,.,.,.,all follicles <4 mm diameter,2,<3 mm diameter,no,.,.,.,no,No Significant Findings,0.7
Chelonia mydas,3,9,"St. Joseph Bay, Florida",NME20100109_009,0.7,Female,1,Fresh Dead,no,no,no,60.8,56.2,48,18.7,.,13.5,.,32.6,14.8,21.1,6.9,4.1,63.5,58.5,53.8,no,26.9,,South Carolina Aquarium,External and Internal,no,no,no,.,no,0,1,0,Well-muscled/no atrophy,Abundant/No Atrophy,No Significant Findings,Adequate,yes,69,484,20,129,Ovary,.,.,.,.,all follicles <4 mm diameter,13x2,<3 mm diameter,no,.,.,.,no,No Significant Findings,4
